ZIP DISEASE_ID COUNT
94598 STK 27
92105 OTH 72
94563 OTH 23
92404 INJ 20
93657 OTH 45
92626 OTH 58
91902 CAN 34
91351 CAN 37
93306 INJ 21
95123 STK 22
91340 HTD 39
92881 HTD 26
91411 HTD 49
92553 HTD 62
95610 HTD 77
92530 CLD 20
95076 OTH 75
91204 CAN 30
90605 OTH 46
90039 OTH 35
92543 HTD 175
93309 OTH 94
95838 HTD 60
95382 OTH 23
93721 HTD 29
96080 INJ 22
90278 HTD 55
95661 HTD 69
92008 OTH 41
92069 HTD 51
90005 HTD 62
95035 CAN 48
93630 HTD 23
92029 CAN 35
92371 HTD 23
92276 CAN 23
91423 OTH 41
95076 CLD 20
93551 CAN 58
92025 ALZ 27
91342 CLD 32
92647 OTH 69
94579 CAN 40
94601 CAN 65
92395 HTD 89
92629 OTH 24
92509 CAN 90
93534 HTD 126
91730 HTD 73
92866 CAN 22
96150 CAN 43
90277 CAN 70
94015 CLD 20
90603 HTD 46
90004 HTD 79
94066 OTH 41
92625 CAN 34
91423 HTD 63
92692 ALZ 21
91702 OTH 52
95076 STK 31
94541 OTH 91
93274 STK 21
95066 CAN 22
91901 HTD 31
93021 HTD 34
92108 HTD 25
95405 OTH 37
95501 CAN 70
90501 HTD 70
91306 HTD 73
93405 OTH 31
95361 STK 22
92557 OTH 42
92057 STK 23
96080 HTD 55
94558 INJ 25
92683 OTH 80
92840 STK 21
93036 CAN 23
90019 STK 20
91204 CAN 23
91304 CAN 62
91733 CAN 48
92629 OTH 34
95824 HTD 55
93304 CLD 20
90248 CAN 24
94928 OTH 62
95357 HTD 22
94904 STK 22
92108 CAN 21
94954 HTD 72
95203 CAN 22
95380 OTH 39
96080 HTD 76
93103 CAN 36
95490 HTD 26
94015 STK 43
95832 OTH 22
96001 OTH 71
92122 HTD 58
90305 HTD 38
92301 OTH 22
93036 OTH 30
95014 OTH 39
95610 CLD 27
93023 CAN 56
95301 HTD 68
94116 STK 21
92103 HTD 62
90712 HTD 69
95695 CAN 74
94804 CAN 80
92301 CAN 38
92173 CAN 26
95054 CAN 24
92630 OTH 65
94118 HTD 81
92308 CAN 63
93611 CAN 63
93305 HTD 49
95404 HTD 80
90242 HTD 70
91791 HTD 73
92637 PNF 35
94608 HTD 51
90011 INJ 28
94596 CAN 34
90275 CAN 101
93535 CLD 28
93030 OTH 115
92879 CAN 48
92227 OTH 37
94560 HTD 42
90044 STK 38
93550 CLD 23
91803 OTH 25
92506 ALZ 23
93312 OTH 51
92646 ALZ 30
95203 OTH 33
90266 CAN 43
90005 HTD 43
93711 CAN 73
92040 CAN 81
92240 STK 25
94559 OTH 25
91302 OTH 25
93030 DIA 21
91406 OTH 36
91702 CLD 23
91745 DIA 20
95476 HTD 121
95963 HTD 38
92105 OTH 76
90503 CAN 71
91978 CAN 20
93105 HTD 69
95758 CAN 56
92201 INJ 22
90262 HTD 75
94044 OTH 48
94112 CAN 135
92139 CAN 48
90710 CAN 46
93551 OTH 36
92583 OTH 44
95409 CAN 92
90272 HTD 48
92651 CAN 52
90008 HTD 123
95337 OTH 23
92124 OTH 20
92065 HTD 56
91104 CAN 46
92065 OTH 37
95482 CAN 80
94587 HTD 98
90240 OTH 36
95023 CAN 61
90405 HTD 42
95023 HTD 51
91401 OTH 35
93536 HTD 110
93060 HTD 42
93950 STK 21
93035 CAN 38
92586 STK 38
93950 OTH 33
93955 HTD 44
94530 CAN 51
94558 CLD 32
94803 OTH 34
93907 HTD 34
92646 OTH 56
92505 HTD 65
93291 STK 20
96003 INJ 20
90001 OTH 43
93301 HTD 35
94062 HTD 53
94518 CAN 54
92831 HTD 45
95252 HTD 23
92116 OTH 38
95482 CAN 72
99998 SUI 49
94546 HTD 142
93662 CAN 60
94523 HTD 79
95205 CAN 55
90242 CAN 49
91001 OTH 48
94553 OTH 67
91340 OTH 23
92629 HTD 43
92026 STK 29
94607 CAN 41
95945 OTH 85
94533 ALZ 41
90069 OTH 36
93063 CAN 82
90710 HTD 52
91709 HTD 61
95348 OTH 22
90064 HTD 53
95376 HTD 78
90808 STK 23
90806 HTD 69
94611 OTH 57
94606 CAN 56
91502 HTD 29
95540 HTD 44
90720 HTD 44
94591 CAN 76
91436 CAN 38
92591 CAN 27
91605 CAN 65
95954 HTD 40
93245 HTD 45
94544 CLD 29
91402 STK 20
90241 CAN 70
91104 HTD 58
91762 HTD 77
93401 HTD 43
94015 HTD 107
95948 OTH 31
94561 CAN 28
93036 CAN 42
95358 OTH 33
93618 HTD 40
91207 HTD 45
95816 HTD 38
95062 CAN 59
93308 HTD 117
91016 CAN 65
92780 STK 20
93933 CAN 30
91324 HTD 44
92026 OTH 68
93711 STK 31
91362 HTD 44
91326 HTD 62
93722 HTD 71
95822 INJ 20
95356 CAN 52
93001 HTD 51
93610 HTD 40
90020 HTD 43
95628 CAN 98
95409 CAN 88
92240 CLD 21
94043 HTD 29
92604 HTD 48
93312 HTD 75
92831 HTD 55
92027 OTH 79
94110 OTH 93
95608 HTD 218
90746 HTD 59
91710 CAN 97
90062 CAN 58
95363 HTD 20
93117 CAN 46
93535 CLD 24
95817 OTH 36
90503 HTD 93
92653 STK 25
91204 HTD 56
94521 OTH 73
95833 HTD 36
90807 CLD 24
90805 STK 34
95945 HTD 98
96130 CAN 27
95624 OTH 48
92119 HTD 46
95961 CAN 35
99999 INJ 435
92223 OTH 36
92027 STK 31
96003 PNF 28
92869 HTD 52
92026 CAN 103
90063 STK 21
95490 HTD 24
92804 CLD 29
90265 CAN 33
96002 STK 23
95695 HTD 71
94703 OTH 25
95126 CAN 37
92821 OTH 32
91745 HTD 85
95624 HTD 50
93720 CAN 65
90755 HTD 22
96088 CAN 22
94531 CAN 34
92845 CAN 33
95695 STK 33
93728 OTH 24
94945 OTH 24
93725 OTH 39
93245 CAN 42
90640 STK 26
90505 OTH 61
93933 OTH 25
94070 STK 20
92026 INJ 20
90034 OTH 39
90011 OTH 66
90008 CAN 78
92592 HTD 55
92404 DIA 30
92336 HTD 56
91367 STK 20
94553 OTH 69
92107 HTD 54
94526 CAN 61
95608 STK 60
90275 CLD 20
95691 CAN 42
95825 HTD 102
91792 CAN 47
91011 HTD 55
90031 HTD 73
91303 OTH 25
94043 OTH 24
92320 CAN 31
95355 HTD 121
90814 CAN 26
94134 HTD 74
92373 OTH 70
95355 STK 39
94574 OTH 22
95124 CAN 76
92056 HTD 110
94585 CAN 33
94607 OTH 54
92124 HTD 25
94702 STK 23
92113 HTD 72
93309 STK 24
93307 STK 23
90247 HTD 115
93550 HTD 93
94134 OTH 55
94080 HTD 114
91773 CAN 64
92692 HTD 84
92262 OTH 73
93726 OTH 66
95648 CAN 102
95148 OTH 34
93033 CAN 82
95348 CAN 21
91107 OTH 44
92056 CAN 107
92260 OTH 66
95340 HTD 68
93422 CAN 44
92008 CAN 75
90026 DIA 20
96021 OTH 21
90042 HTD 74
94520 HTD 69
90502 CAN 30
93023 HTD 59
95963 OTH 25
91010 CLD 22
95451 CAN 32
92252 CAN 30
92691 CAN 73
94903 CAN 81
92804 CLD 32
92627 CAN 77
95307 CLD 22
91941 OTH 69
94533 CAN 127
92374 CAN 57
93010 ALZ 22
90025 OTH 41
92130 HTD 28
93710 OTH 49
92405 HTD 34
93455 CAN 87
90301 CAN 36
93536 CAN 101
91767 CAN 50
95209 HTD 62
95864 HTD 54
94595 CAN 118
90262 CAN 65
91320 CAN 57
93308 CAN 94
94595 STK 57
94109 CAN 111
94061 CAN 80
92407 CAN 57
90504 HTD 74
95448 HTD 37
95204 HTD 78
94550 OTH 64
92683 CLD 43
95833 CAN 39
92024 ALZ 25
95822 OTH 106
92706 HTD 58
91701 CAN 47
93311 OTH 30
92691 HTD 108
92118 HTD 35
90621 OTH 27
94501 HTD 160
91790 CLD 23
94803 OTH 35
95482 OTH 52
93550 DIA 23
91941 ALZ 24
92404 CLD 47
90056 HTD 31
94303 CAN 63
94117 CAN 30
90064 CAN 43
92020 PNF 25
92201 INJ 32
93710 STK 29
93309 OTH 92
90715 CAN 33
93635 OTH 39
95762 CAN 51
95350 STK 28
92065 HTD 32
91401 HTD 67
94534 OTH 23
90033 HTD 72
92019 OTH 51
91706 CAN 74
99998 SUI 33
90247 STK 24
95687 INJ 29
92313 OTH 26
95380 OTH 52
94558 ALZ 30
95205 HTD 62
94574 HTD 21
91204 HTD 38
92020 PNF 34
93454 CAN 84
90248 CAN 38
90650 OTH 73
92064 HTD 66
91206 OTH 33
95008 CAN 59
90303 OTH 31
90291 HTD 49
95122 CAN 48
94518 OTH 41
92543 PNF 26
95531 OTH 67
95501 CLD 29
95630 OTH 89
92037 CAN 82
95501 INJ 26
91784 OTH 22
90041 CAN 38
91104 OTH 31
91723 OTH 24
92113 HTD 59
95746 HTD 36
94804 STK 32
93221 HTD 37
93727 STK 36
95340 HTD 112
95014 HTD 62
91356 HTD 78
95120 CAN 37
90292 HTD 33
94022 CAN 51
94502 CAN 21
94116 CAN 110
92110 STK 27
95121 OTH 23
91741 CAN 53
95605 CAN 25
90043 OTH 67
90241 HTD 102
95678 HTD 51
91304 OTH 41
95621 CLD 27
95993 CAN 50
94558 HTD 147
90631 HTD 150
94596 CLD 20
95051 HTD 62
94947 OTH 29
99999 LIV 57
93612 HTD 85
93535 CLD 41
92505 HTD 50
92677 CAN 112
95062 CAN 68
95821 CAN 71
90745 HTD 112
90024 OTH 40
93905 OTH 37
93215 OTH 43
92801 HTD 108
91801 HTD 124
92887 CAN 28
93306 CLD 34
93454 OTH 96
94579 OTH 28
93905 HTD 46
92024 ALZ 27
90650 STK 32
95602 OTH 37
91304 OTH 23
93230 HTD 118
92507 OTH 47
93003 CAN 80
93304 OTH 75
90810 OTH 25
94952 ALZ 20
94590 HTD 80
93638 HTD 74
94621 OTH 48
91350 OTH 25
94541 CAN 80
92313 HTD 28
95826 CAN 71
95124 CAN 86
93726 STK 23
91401 HTD 50
95490 CAN 26
95677 OTH 27
93662 CAN 34
92131 CAN 25
90740 PNF 20
94602 CAN 60
95355 OTH 94
92054 ALZ 24
95014 STK 29
94580 OTH 33
95843 CAN 44
91902 OTH 26
95828 CAN 113
92504 OTH 71
94510 CAN 43
92780 CAN 70
95023 OTH 55
91343 STK 22
92627 HTD 81
95823 CLD 33
92211 OTH 42
91403 HTD 50
95472 CAN 54
92585 CAN 21
91776 HTD 87
95076 OTH 62
90031 OTH 44
95451 OTH 29
95476 OTH 49
94565 CAN 112
92555 HTD 24
91773 OTH 40
94550 OTH 54
93004 OTH 39
90630 STK 22
90230 CAN 65
91506 HTD 40
92071 OTH 59
95815 HTD 53
95678 INJ 20
95121 OTH 36
90029 CAN 39
95403 CAN 86
92504 HTD 91
92801 CAN 79
92672 OTH 36
90621 OTH 33
90059 CAN 51
91710 STK 24
95757 HTD 21
90048 HTD 93
96022 OTH 29
91745 CAN 68
91744 HTD 108
93401 CAN 53
92562 OTH 61
94539 CAN 43
94109 CLD 27
90026 CLD 24
95762 CAN 30
95661 OTH 57
95425 OTH 24
92336 HTD 63
95205 OTH 46
90280 OTH 52
92555 HTD 29
94920 CAN 24
90732 CAN 49
95695 CLD 23
91803 CAN 51
93711 HTD 79
94533 STK 26
95966 CLD 30
91784 HTD 52
95355 CAN 88
94602 OTH 58
90501 OTH 23
95540 OTH 38
90650 OTH 86
92562 HTD 52
95823 STK 22
96094 CAN 20
94121 OTH 53
90064 CAN 53
92886 HTD 70
92545 CAN 113
93611 OTH 52
94070 HTD 57
93212 CAN 20
91766 CAN 42
91201 CAN 35
95367 HTD 36
92316 OTH 34
94509 HTD 98
90065 OTH 41
90019 CAN 87
92629 OTH 35
99998 SUI 36
95492 CAN 42
91711 OTH 41
94597 HTD 21
92057 ALZ 23
94070 HTD 59
94122 PNF 24
92587 HTD 34
95928 OTH 44
94602 CAN 47
93274 INJ 23
92707 OTH 43
93535 STK 28
95008 OTH 45
91724 HTD 41
90732 OTH 39
92843 CAN 49
90272 CAN 40
94608 OTH 42
92801 DIA 20
91732 HTD 96
90602 OTH 23
91606 HTD 100
95366 HTD 21
90501 HTD 60
95965 OTH 31
90011 HTD 129
92840 CAN 50
90059 HTD 81
94103 CAN 38
91402 HTD 70
95816 CAN 30
93907 CAN 43
93560 HTD 29
95826 OTH 36
92543 CAN 122
90503 STK 28
93292 HTD 57
93458 OTH 37
93401 CAN 58
93534 CAN 77
92203 CAN 37
91752 OTH 37
92335 DIA 35
92507 OTH 48
92065 CAN 63
92505 OTH 45
93212 HTD 20
91030 OTH 25
93720 OTH 56
94583 HTD 28
95677 OTH 26
92108 HTD 20
90248 CAN 21
90048 CAN 49
91304 STK 24
91204 CAN 38
90680 CAN 34
92410 OTH 63
94565 OTH 91
95531 OTH 39
95827 CAN 37
91754 HTD 104
92557 HTD 57
94523 STK 24
92683 HTD 168
90660 INJ 20
94110 HTD 67
91711 OTH 50
95129 HTD 39
90002 HTD 70
91752 CAN 33
91709 DIA 20
91791 OTH 24
93704 HTD 69
94546 CAN 98
90601 OTH 32
90247 HTD 101
93063 OTH 64
92307 HTD 89
92071 CAN 109
94611 HTD 70
92260 CLD 24
92115 CLD 27
95209 STK 30
95205 HTD 90
95954 HTD 47
91711 ALZ 20
93727 HTD 107
92020 OTH 85
93722 INJ 20
95993 OTH 33
90041 OTH 25
92037 OTH 62
94563 CAN 41
90241 OTH 46
92128 ALZ 20
91355 HTD 45
91601 CAN 37
93722 HTD 76
94063 CAN 32
90604 OTH 38
92129 CAN 35
91755 HTD 37
92595 OTH 37
91001 CAN 62
95403 STK 22
91731 OTH 28
92154 CAN 81
94121 OTH 67
94605 INJ 20
91342 CAN 115
90032 HTD 60
91786 OTH 48
93446 STK 42
92701 HTD 55
91752 CAN 37
92324 STK 21
94612 OTH 26
91320 HTD 74
94134 HTD 56
94063 CAN 31
93422 OTH 40
95382 HTD 58
95123 CAN 76
95476 STK 26
94112 STK 83
93619 HTD 24
94702 CAN 34
91911 OTH 108
92592 HTD 85
92251 CAN 23
95326 HTD 30
92101 HTD 78
95051 HTD 61
90023 HTD 62
95405 STK 23
95519 CAN 32
94501 OTH 111
93312 HTD 69
90502 HTD 44
95482 HTD 86
95032 CAN 43
92504 CAN 81
94507 OTH 23
94574 OTH 21
94610 OTH 47
95014 CAN 72
91354 CAN 21
94010 CLD 28
96097 HTD 29
92508 OTH 38
90277 CAN 53
92115 HTD 113
94544 CAN 91
94526 HTD 41
94591 OTH 65
92335 STK 21
95815 OTH 54
95020 OTH 40
92647 HTD 85
92807 HTD 67
94024 HTD 36
91740 OTH 34
93702 CAN 61
91945 CAN 42
95628 STK 31
95948 CAN 20
92113 CAN 55
91344 STK 30
95215 CAN 48
91205 CAN 74
90302 OTH 20
95136 CAN 34
93631 CAN 34
93212 HTD 28
91106 HTD 50
92346 INJ 20
93277 OTH 107
93023 OTH 49
92570 INJ 21
95993 CLD 22
91203 CAN 28
94611 STK 39
95472 OTH 40
94559 CAN 44
93306 CLD 35
90631 CAN 89
92703 CAN 54
95336 HTD 114
90247 OTH 53
91505 CAN 47
94577 CLD 20
94030 STK 25
96003 INJ 21
92646 STK 24
95320 HTD 28
92253 CAN 63
95209 OTH 59
93257 STK 31
92106 OTH 27
92673 OTH 22
90044 CLD 29
94553 CAN 68
95215 HTD 67
90041 OTH 21
95116 HTD 62
95035 OTH 37
93309 HTD 141
94019 CAN 28
92111 CAN 72
92395 STK 20
91103 OTH 26
91350 CAN 41
90240 CAN 39
94089 HTD 43
93638 OTH 61
91602 HTD 37
90744 OTH 48
94521 OTH 47
93727 CAN 75
95519 OTH 22
90007 CAN 41
95667 CLD 31
92124 CAN 31
92027 CAN 75
92120 ALZ 22
95620 HTD 20
92336 HTD 54
90660 STK 25
93003 HTD 145
91103 STK 22
94087 OTH 86
91011 HTD 36
93305 OTH 48
91910 CLD 24
92649 OTH 35
92260 CAN 112
92821 HTD 70
93933 HTD 28
92069 OTH 38
91208 HTD 22
91604 CAN 39
93657 CAN 46
95965 HTD 59
95747 HTD 52
95993 CAN 58
93906 OTH 63
92104 CAN 38
90201 HTD 79
92336 OTH 46
93552 CAN 22
94509 OTH 106
95207 HTD 154
92629 CAN 44
92123 HTD 45
92376 CAN 95
95060 OTH 46
94112 STK 48
91325 OTH 24
92324 HTD 71
94521 CAN 87
95758 CAN 56
93901 OTH 53
90670 OTH 20
92545 CAN 134
93311 CAN 42
92586 HTD 184
91201 HTD 68
95948 HTD 23
93308 CAN 108
91214 OTH 21
92057 STK 32
95928 OTH 49
95403 HTD 83
95202 HTD 28
95219 CAN 41
90262 HTD 65
95203 OTH 36
92570 OTH 44
95841 OTH 48
92584 CAN 55
96003 CAN 108
95380 STK 26
92101 INJ 28
91942 OTH 51
95351 HTD 77
95116 OTH 36
92335 STK 24
90242 CAN 67
91754 OTH 44
92585 HTD 26
90027 HTD 162
91701 CAN 57
93940 HTD 76
91436 OTH 23
90810 CLD 20
91710 HTD 105
92243 HTD 68
90262 CAN 60
91710 HTD 87
92131 CAN 32
93063 OTH 35
96019 CAN 22
92026 HTD 90
95966 HTD 107
94547 HTD 26
90706 CAN 112
91911 HTD 149
93446 OTH 58
94560 OTH 39
92648 STK 20
90815 CAN 94
90245 CAN 38
91605 STK 22
90008 OTH 59
93618 CAN 22
90201 CLD 22
91202 HTD 36
90001 OTH 32
92354 OTH 45
95476 HTD 91
94521 CAN 70
94044 CAN 73
93555 CAN 55
92253 OTH 35
92105 PNF 20
90744 OTH 45
91732 CAN 53
92025 STK 31
92083 INJ 21
91706 HTD 88
92129 OTH 25
95382 OTH 49
90024 CAN 60
93307 CLD 23
92704 OTH 46
96001 CLD 29
90804 CAN 41
92865 HTD 28
92335 CLD 28
92843 CAN 47
99998 INJ 88
92373 OTH 56
95501 HTD 73
92021 HTD 137
92284 CLD 23
95210 HTD 74
95531 OTH 37
96022 HTD 24
92677 OTH 47
93309 HTD 118
94110 OTH 85
91910 STK 20
93630 HTD 31
94611 HTD 91
92625 HTD 47
90631 OTH 67
91103 CAN 38
95503 CAN 62
90638 STK 25
95014 OTH 44
93644 CAN 23
91342 HTD 106
92376 STK 24
90047 HTD 130
93455 STK 20
91745 STK 28
92106 OTH 35
94520 HTD 47
94563 CAN 29
95823 CLD 28
95117 OTH 27
92071 HTD 111
92307 CAN 79
95621 HTD 108
95062 CAN 62
93561 OTH 32
95240 CAN 114
91740 HTD 58
92105 CAN 75
90023 HTD 57
93940 STK 26
93277 PNF 27
94114 CAN 42
94565 CLD 23
92544 CLD 34
95482 CAN 69
95205 OTH 55
90061 OTH 40
93023 HTD 84
95662 OTH 25
90011 HOM 33
91768 CAN 23
93101 HTD 46
93065 HTD 82
91367 CAN 85
93436 HTD 108
93612 STK 27
92101 CAN 68
92345 STK 27
93612 CAN 57
92704 OTH 56
92083 ALZ 31
92592 HTD 71
94561 CAN 39
92021 CAN 113
91040 CAN 37
93436 STK 27
90241 OTH 45
92392 HTD 193
92110 HTD 41
94589 HTD 53
94134 CAN 76
90650 DIA 25
93291 CAN 50
94920 HTD 23
92111 HTD 59
91776 CAN 47
95954 HTD 24
90810 CAN 57
91403 HTD 57
94551 CAN 36
96021 CAN 45
90260 OTH 29
92868 HTD 27
90503 CAN 70
91107 CAN 61
91604 HTD 73
95662 HTD 59
92627 OTH 50
95382 OTH 50
95301 CAN 52
95602 CAN 46
90278 HTD 54
90813 OTH 40
95828 OTH 62
92106 CAN 45
95403 OTH 58
90016 STK 23
93257 OTH 109
95928 HTD 68
90806 CLD 23
90232 HTD 41
91601 OTH 26
90006 HTD 89
94590 DIA 21
91304 HTD 85
91205 CAN 65
90301 CAN 48
96080 STK 22
91932 CAN 35
93950 HTD 46
94705 OTH 21
95605 OTH 30
94801 CAN 33
93311 OTH 51
90039 CAN 41
92646 HTD 101
91302 CAN 44
91321 OTH 42
94544 OTH 99
94115 OTH 54
94553 OTH 55
90201 CAN 77
92545 CLD 52
90403 OTH 22
95660 CAN 67
92173 CAN 33
95822 OTH 65
90746 OTH 29
94061 OTH 56
95350 ALZ 37
99998 CLD 64
95831 STK 23
95973 CAN 41
90027 HTD 115
90302 HTD 35
92342 HTD 22
93405 HTD 24
93105 HTD 84
92316 OTH 38
94518 HTD 50
91731 OTH 24
93035 OTH 34
91741 HTD 54
90275 STK 31
90027 STK 30
92277 OTH 28
95973 HTD 56
92264 HTD 98
92026 HTD 90
92325 CAN 20
90019 STK 21
92653 INJ 22
94587 HTD 73
95991 INJ 21
95363 OTH 21
92701 CAN 31
99999 STK 103
91106 CAN 42
93111 HTD 56
95901 CLD 22
94597 CAN 30
93711 HTD 87
90304 CAN 24
91352 CAN 51
90810 OTH 38
93036 CAN 24
91737 OTH 22
93534 STK 25
92407 HTD 49
94611 HTD 64
94534 CAN 48
95076 CAN 94
92637 ALZ 22
93727 HTD 124
93940 CAN 68
91786 CLD 21
94403 HTD 85
91711 HTD 112
90061 OTH 29
95820 STK 25
92660 OTH 34
93110 HTD 36
90240 HTD 45
94606 STK 32
91204 HTD 40
95747 OTH 40
92501 HTD 37
93908 HTD 22
91406 CAN 74
96003 STK 25
94523 INJ 30
93711 CAN 68
93292 OTH 60
95014 CAN 80
91361 HTD 44
92706 CAN 44
92707 CAN 33
90293 HTD 26
95503 HTD 49
91403 HTD 41
94541 HTD 97
95687 STK 29
91104 HTD 67
93277 STK 26
90803 STK 23
90805 CLD 30
91978 CAN 20
95380 CAN 70
93638 CAN 64
93552 OTH 30
91316 CAN 50
94087 CAN 70
90240 HTD 57
91387 OTH 27
94080 CLD 29
92270 CAN 50
92543 CLD 36
95482 HTD 88
93428 HTD 26
94578 STK 26
95610 OTH 63
92335 HTD 90
93215 HTD 84
95354 OTH 36
94703 CAN 35
91977 HTD 103
95118 HTD 33
93215 OTH 41
90032 OTH 45
92373 ALZ 29
92683 CAN 143
90810 OTH 42
93036 OTH 26
93215 OTH 34
94595 ALZ 26
93292 HTD 57
96001 CLD 28
91744 OTH 64
95242 OTH 33
92867 OTH 52
90262 OTH 44
90240 CAN 46
92037 OTH 67
93710 OTH 52
90043 STK 30
95076 HTD 173
92026 CAN 98
90026 OTH 63
95823 HTD 112
94133 CAN 67
92392 CLD 37
93614 CAN 35
94612 CAN 34
95060 INJ 22
95945 STK 40
95376 INJ 26
92591 OTH 25
92545 CAN 103
96021 CAN 47
91403 CAN 45
94571 HTD 20
95118 CAN 37
93309 CAN 102
90720 CAN 32
95050 CAN 57
93446 CLD 28
91750 CAN 70
92395 CAN 66
92563 CAN 65
95204 STK 24
91740 CAN 55
94502 HTD 21
92227 HTD 48
90631 OTH 58
90048 HTD 57
93309 DIA 21
91006 HTD 59
96097 CAN 24
95252 CAN 33
91364 HTD 79
92084 OTH 58
95030 CAN 27
91770 PNF 20
90018 DIA 26
93550 HTD 90
96002 OTH 90
91709 CAN 72
94601 INJ 25
91331 INJ 21
94402 OTH 38
90701 CAN 24
92806 CAN 52
92253 CAN 45
92649 HTD 40
93110 HTD 37
91767 STK 20
94112 INJ 33
94025 CAN 70
94560 OTH 41
95621 CAN 79
93514 HTD 24
91362 HTD 32
92405 HTD 46
92057 CAN 89
93065 STK 30
91316 HTD 64
92867 CAN 63
92833 HTD 80
92867 HTD 40
94555 OTH 20
90063 DIA 20
92336 OTH 60
95126 CAN 34
91343 STK 21
91204 OTH 21
92570 OTH 53
91367 OTH 49
90043 HTD 130
95207 CLD 23
92337 CAN 25
91342 DIA 20
93561 OTH 43
90502 CAN 28
95695 OTH 96
94804 HTD 71
95762 HTD 31
92104 OTH 59
95476 CAN 100
94062 CAN 52
95833 OTH 32
94590 OTH 73
90732 HTD 68
91745 STK 20
92243 OTH 59
90242 HTD 65
94526 CAN 62
94110 PNF 25
91724 HTD 50
94601 OTH 79
95827 OTH 30
92264 CAN 82
90247 INJ 20
91766 HTD 75
91770 CLD 23
91342 DIA 22
95121 OTH 27
92260 STK 25
94010 OTH 67
95492 HTD 40
94534 HTD 39
93722 CLD 24
93923 HTD 62
90220 HTD 76
94960 CAN 24
92210 CAN 27
95928 OTH 41
94306 CAN 57
90004 CAN 54
92120 OTH 35
95973 CAN 47
91746 OTH 28
92056 CLD 36
93720 INJ 35
95746 HTD 26
95814 CAN 20
95821 CAN 78
99999 HOM 50
90804 OTH 41
95620 HTD 29
94577 HTD 82
93703 CAN 49
90027 OTH 62
91011 CAN 28
90502 OTH 22
94579 OTH 32
95695 CLD 21
92530 OTH 48
93304 HTD 69
90806 CAN 55
92223 OTH 28
91367 OTH 44
92231 HTD 47
94949 CAN 23
95020 OTH 45
93257 PNF 25
94550 STK 28
91942 INJ 21
93933 CAN 38
90068 OTH 21
92040 INJ 21
91011 CAN 34
91780 STK 25
91768 OTH 41
95355 HTD 134
91304 HTD 85
90011 DIA 25
93023 HTD 75
92345 STK 27
92122 CAN 68
93923 STK 20
90023 OTH 39
95204 CAN 62
90033 OTH 46
93960 OTH 24
95660 STK 24
93117 CAN 41
94591 CAN 103
90723 CAN 61
95366 OTH 32
92337 CAN 33
94520 CAN 54
91316 OTH 36
90620 CLD 20
90056 HTD 36
95621 OTH 52
90033 CAN 53
95901 OTH 65
92840 OTH 52
93637 OTH 42
93454 CAN 58
93706 INJ 20
91335 PNF 20
99999 STK 134
93109 CAN 21
90280 HTD 98
95076 OTH 100
94066 CAN 67
96003 INJ 21
93662 CAN 26
92886 CAN 47
91803 HTD 86
91331 STK 27
90631 CAN 104
93212 OTH 24
92101 CAN 56
93241 HTD 22
94102 OTH 67
94541 CLD 33
94804 HOM 22
92584 HTD 39
92844 HTD 20
91405 CAN 51
92869 OTH 38
