ZIP DISEASE_ID COUNT
92555 CAN 37
90701 HTD 52
92553 HTD 76
90620 CAN 82
90631 STK 43
92025 STK 22
93001 CAN 52
90706 CAN 89
90503 OTH 48
92262 HTD 109
92677 CAN 102
95476 CAN 103
92264 STK 25
92708 ALZ 24
91950 CLD 20
93405 HTD 26
95624 STK 25
95843 CAN 50
94595 HTD 95
91801 STK 27
95350 STK 33
90405 HTD 44
93923 OTH 39
90028 HTD 67
95678 CAN 57
92260 STK 25
94506 CAN 30
91977 STK 36
90026 CAN 59
95610 CLD 23
92111 CAN 88
92627 CAN 77
92056 HTD 138
95948 HTD 35
95531 HTD 65
91780 CAN 71
90278 HTD 55
90601 CAN 38
91362 HTD 47
92024 STK 25
94061 OTH 43
95209 STK 25
92071 OTH 59
91306 CAN 61
95695 STK 29
90640 HTD 126
93003 OTH 99
95695 CAN 70
95307 OTH 39
95961 CAN 24
95815 OTH 42
91767 CAN 58
94556 HTD 22
92831 CAN 37
91040 HTD 49
94518 OTH 53
91302 CAN 44
92021 STK 36
95831 STK 22
95361 CAN 44
95348 HTD 41
92629 OTH 34
95032 CAN 39
91505 HTD 92
92220 HTD 160
92234 CLD 31
90045 CAN 85
92129 CAN 45
95503 HTD 39
93722 PNF 21
90230 OTH 25
93230 HTD 119
90623 CAN 21
90807 HTD 96
94597 OTH 24
94089 OTH 21
91724 HTD 50
95926 CAN 66
94025 OTH 64
92691 CAN 97
90732 CAN 44
94621 OTH 49
95010 HTD 32
95338 CAN 22
94611 HTD 91
94115 CAN 76
93422 OTH 44
99998 INJ 63
92019 OTH 51
90003 OTH 61
90272 HTD 49
95409 CAN 107
95437 HTD 28
94404 OTH 31
90505 CAN 67
91307 OTH 22
93454 CLD 22
94590 CLD 23
92225 HTD 37
94608 STK 21
95901 HTD 93
90004 HTD 83
94133 HTD 60
95008 HTD 61
95608 CLD 35
95993 CAN 49
94603 CAN 63
90303 HTD 39
94040 CAN 40
93277 CLD 23
92054 OTH 81
95336 HTD 89
91206 CAN 73
95648 CAN 51
90720 HTD 63
95661 HTD 93
95023 HTD 54
94564 OTH 27
91335 STK 30
92119 ALZ 22
96001 OTH 69
95409 HTD 116
92807 CAN 54
91913 HTD 20
92129 OTH 30
93550 STK 24
94553 HTD 85
92551 CAN 41
95687 CAN 161
92870 OTH 44
91901 OTH 20
95945 STK 40
92154 DIA 21
93908 CAN 24
94115 CAN 53
94605 STK 21
90003 STK 20
94591 STK 35
90046 STK 23
94544 STK 34
95122 DIA 20
91030 OTH 20
94550 OTH 64
90232 HTD 41
92703 CAN 65
90650 DIA 25
90039 HTD 30
90044 CLD 23
93555 HTD 81
94564 OTH 33
90302 HTD 51
92264 HTD 93
92037 HTD 93
95747 OTH 28
94954 OTH 53
90047 CAN 100
91406 CAN 53
95969 HTD 139
91910 ALZ 34
94114 OTH 66
93060 HTD 46
91910 OTH 114
94118 CAN 54
93444 CAN 34
94131 CAN 54
92026 CLD 32
93277 OTH 107
95116 HTD 45
93940 STK 24
94024 HTD 46
93311 OTH 22
93257 CAN 107
95678 HTD 50
95828 STK 30
92020 PNF 34
92649 OTH 26
91324 OTH 22
92009 OTH 27
90039 HTD 58
91741 HTD 54
92544 CAN 108
93111 HTD 50
92544 STK 46
92804 HTD 143
90404 HTD 51
95338 OTH 24
93550 OTH 57
94123 OTH 27
95124 OTH 65
90280 HTD 98
95838 STK 20
93257 CLD 36
93635 CAN 44
92557 CAN 56
93551 CLD 21
95841 CAN 34
99999 STK 103
94551 OTH 20
94112 CAN 153
95409 CLD 22
90710 HTD 62
95120 CAN 41
90048 HTD 66
90805 OTH 90
90713 CAN 48
91311 HTD 67
95472 CAN 84
94941 OTH 43
92240 HTD 85
91214 OTH 30
92109 CAN 58
92029 HTD 28
95337 CAN 26
94952 CAN 62
92020 OTH 95
90042 OTH 56
92065 CAN 53
95207 ALZ 20
92264 CLD 22
95355 ALZ 29
91605 OTH 34
91790 CAN 73
93933 CAN 34
91724 OTH 28
91214 HTD 60
90280 CAN 82
93277 STK 21
91733 HTD 43
95127 INJ 21
91740 CAN 48
92543 CAN 114
93221 OTH 28
92595 OTH 27
92545 STK 41
90210 HTD 58
91911 HTD 153
95946 CAN 21
92835 HTD 78
91001 CAN 64
94086 CAN 68
93955 CAN 34
93023 HTD 78
94118 OTH 42
92320 CAN 35
92506 ALZ 33
92040 OTH 51
94904 CAN 29
94089 CAN 35
90035 HTD 62
90680 OTH 26
93536 CLD 27
91709 CAN 81
90240 HTD 57
94925 HTD 21
94571 CAN 22
93923 CAN 41
93247 CAN 24
92019 HTD 86
91423 OTH 35
93035 CAN 45
94112 PNF 30
92308 OTH 37
94558 ALZ 36
94705 OTH 23
92860 CAN 26
90022 CAN 71
92316 OTH 20
94110 OTH 94
92545 STK 30
93933 OTH 27
96021 CAN 32
93420 OTH 62
95327 HTD 24
95121 OTH 29
93454 CAN 67
92503 STK 40
91006 OTH 28
94506 OTH 20
93720 CAN 85
92672 CAN 68
95117 CAN 41
91344 STK 24
92335 OTH 112
92867 OTH 30
92586 CLD 40
92315 HTD 27
90005 CAN 47
90650 OTH 88
92114 CAN 94
95688 CAN 41
90049 CAN 63
92840 CAN 69
95630 CLD 22
95240 OTH 94
93301 OTH 39
95122 OTH 41
95482 OTH 57
92672 INJ 24
92672 HTD 67
95076 CAN 94
90706 HTD 187
92220 CAN 100
94061 STK 20
95616 OTH 44
92274 HTD 23
93657 CAN 44
93313 OTH 37
92029 HTD 30
92201 CAN 63
95207 OTH 76
95630 OTH 62
94608 CAN 40
93711 HTD 97
94116 CLD 29
92843 HTD 66
92262 CLD 35
95603 INJ 20
94707 CAN 37
93291 HTD 45
93301 HTD 54
95838 HTD 59
95125 INJ 21
91746 HTD 41
94132 CAN 51
92886 OTH 24
90048 CAN 61
94066 OTH 47
96002 HTD 97
91602 HTD 22
93631 OTH 27
93710 CAN 44
91010 HTD 96
92211 CAN 96
90056 CAN 22
95020 CLD 22
93705 HTD 82
93906 OTH 54
95125 HTD 100
94952 HTD 69
91786 CAN 82
95616 CAN 43
93301 CAN 23
95624 ALZ 23
91791 OTH 24
90638 HTD 104
92683 CAN 151
91730 HTD 89
95376 CAN 65
90280 HTD 79
90024 OTH 40
93560 HTD 29
92029 HTD 20
95608 CLD 45
92660 OTH 34
90069 CAN 29
95010 CAN 22
95605 OTH 25
95337 CAN 49
94122 CAN 101
92028 STK 30
95949 OTH 43
92201 DIA 22
93306 OTH 86
92069 OTH 46
96007 CAN 47
90660 DIA 30
92008 OTH 49
91748 HTD 59
92260 STK 42
95901 HTD 100
92119 CAN 53
91351 CAN 43
93010 OTH 90
90037 CAN 70
94591 CAN 87
95060 OTH 53
94949 CAN 34
95661 CAN 61
92692 CAN 66
92103 STK 23
92354 HTD 60
90048 OTH 24
92058 HTD 45
92399 CLD 39
95993 CAN 42
95843 OTH 22
90201 OTH 67
90029 CAN 67
94550 ALZ 24
95966 CAN 84
93306 INJ 27
93727 OTH 98
91732 OTH 49
90004 CAN 65
92065 CAN 63
92118 OTH 35
94108 OTH 28
94945 CAN 28
95336 STK 21
92586 CLD 48
90292 CAN 34
92501 OTH 28
92371 HTD 23
92587 HTD 27
90221 CAN 63
92570 CAN 59
92586 HTD 145
95828 INJ 20
95405 OTH 41
95621 CLD 20
92503 PNF 25
92025 CAN 73
94806 OTH 78
92113 CAN 58
93041 OTH 24
93726 CAN 58
95222 CAN 20
95959 CAN 47
94949 HTD 25
90049 HTD 80
91345 HTD 58
91902 CAN 35
92673 OTH 21
95204 ALZ 24
91206 CAN 54
92595 CAN 51
92410 OTH 61
93001 CAN 48
95076 CAN 96
95831 HTD 95
94609 CAN 42
92648 OTH 48
95673 CAN 23
95954 HTD 26
93420 HTD 61
94533 STK 35
94560 HTD 42
90717 OTH 34
91737 CAN 24
92220 ALZ 22
95843 OTH 39
91790 STK 23
92653 HTD 380
92253 OTH 26
92114 STK 30
95204 OTH 53
93630 CAN 26
95833 OTH 29
92107 HTD 55
93030 PNF 28
92040 CAN 81
90717 HTD 44
95422 CAN 54
91506 OTH 32
94551 HTD 32
95409 HTD 97
93230 DIA 36
92075 CAN 27
91607 CAN 57
90745 HTD 119
93705 OTH 58
93535 INJ 22
92057 STK 22
94591 ALZ 31
96021 OTH 34
93703 HTD 54
92683 DIA 20
94544 CLD 23
91740 HTD 76
95661 OTH 57
92028 ALZ 27
90061 HOM 21
94124 CAN 72
95132 OTH 32
90810 OTH 30
94022 OTH 28
92407 OTH 44
90036 HTD 95
93705 HTD 76
94403 OTH 46
95340 CLD 35
93555 OTH 47
92587 CAN 21
94708 OTH 20
94591 CLD 21
92688 CAN 35
90033 STK 22
94103 HTD 45
95819 OTH 33
95928 OTH 44
92410 HTD 65
91784 HTD 40
94086 OTH 28
92563 CAN 26
95482 OTH 49
94402 CAN 52
93308 INJ 23
91335 HTD 139
92020 OTH 101
94904 HTD 23
91423 STK 21
92201 HTD 89
95608 STK 62
91340 CAN 32
96002 CLD 30
92103 OTH 59
90038 HTD 51
92841 CAN 36
92886 CAN 81
95407 HTD 47
95409 STK 25
92354 OTH 40
92083 CAN 50
95003 HTD 40
92883 CAN 35
92507 OTH 50
93433 CAN 27
93638 HTD 77
94533 INJ 24
90008 OTH 59
93307 HTD 130
95688 STK 20
92586 STK 42
90002 CAN 67
94558 CLD 23
95209 HTD 83
93458 HTD 47
93905 CAN 38
92114 HTD 92
92504 HTD 99
94520 CAN 53
92243 HTD 53
92336 CAN 56
93036 OTH 32
90064 CAN 42
91911 INJ 31
93311 OTH 39
91104 CAN 54
91740 STK 20
92653 CAN 207
94595 CAN 108
91776 OTH 43
95687 HTD 83
93021 CAN 29
90504 CLD 20
90029 STK 23
90802 CLD 21
92595 OTH 33
94066 CAN 62
92069 CLD 21
93654 CAN 28
95826 OTH 45
94607 OTH 35
94551 HTD 22
95842 HTD 51
94025 CAN 76
92220 OTH 63
92335 INJ 21
93710 OTH 48
95126 CAN 33
91351 CAN 30
92201 PNF 25
90221 HTD 70
94941 HTD 34
92118 OTH 30
94043 CAN 32
95219 CAN 50
94607 HTD 53
93101 CAN 40
93906 HTD 69
90005 CAN 50
92868 HTD 32
91504 HTD 58
90241 HTD 87
94806 OTH 78
92504 CLD 25
92646 CLD 29
95540 HTD 38
94401 HTD 56
92870 CAN 80
91942 CAN 57
92105 OTH 98
93551 OTH 35
90032 CAN 54
91303 HTD 28
92211 OTH 52
90077 HTD 25
94544 OTH 97
94806 CLD 25
92405 CAN 37
95422 CAN 41
93280 CAN 20
92025 CLD 24
92102 HTD 48
90405 OTH 26
92627 STK 26
93108 CAN 25
91711 HTD 109
95207 CLD 22
93291 INJ 23
95322 HTD 20
95959 OTH 23
95648 OTH 20
90001 OTH 46
92101 CAN 40
92117 CLD 30
94114 CAN 48
92646 CLD 28
93291 CAN 71
95969 CLD 28
95642 OTH 21
93036 CAN 23
92563 OTH 21
90602 OTH 23
94070 CAN 44
90005 HTD 50
94553 OTH 66
92026 PNF 25
92010 CAN 21
95988 CAN 26
94903 STK 40
91042 CAN 43
95521 CAN 25
91505 OTH 38
95472 CAN 62
94121 HTD 120
92225 CAN 32
94115 STK 20
95823 CLD 28
94801 CAN 31
95822 CAN 97
94509 DIA 20
95621 CAN 84
91767 CAN 56
90048 OTH 41
91342 CAN 118
91335 INJ 22
95501 HTD 57
94571 CAN 41
91723 CAN 34
91405 OTH 48
92647 CAN 81
95209 OTH 32
90018 HTD 156
94115 STK 23
90064 OTH 28
92651 OTH 24
95367 OTH 20
92154 CAN 85
90049 HTD 74
94509 CAN 130
92067 CAN 23
92373 OTH 64
91791 CAN 53
95219 CAN 33
94549 HTD 24
95959 OTH 23
92020 ALZ 36
92120 CAN 69
95667 CLD 33
93940 OTH 50
93442 OTH 38
91770 OTH 55
94578 OTH 57
91754 CAN 75
94555 CAN 30
92240 CAN 55
93309 STK 43
93614 HTD 24
90280 CAN 101
90042 CAN 84
95624 CAN 63
95340 HTD 97
95758 CAN 64
94558 OTH 105
90670 OTH 20
92392 OTH 100
92625 OTH 26
99999 CAN 96
91423 CAN 44
91910 STK 37
92335 DIA 20
94805 CAN 22
95815 HTD 40
93010 CAN 82
95037 INJ 29
91316 HTD 90
92545 CLD 52
95991 CLD 27
90255 OTH 37
92620 HTD 40
92345 OTH 99
93550 HTD 85
94526 STK 24
93035 CAN 30
92020 CLD 39
93402 OTH 29
95307 HTD 83
90266 CAN 50
94605 CAN 74
95602 CAN 55
92551 CAN 37
92583 OTH 49
92029 HTD 42
90241 CLD 20
92065 HTD 47
92551 OTH 20
95630 CAN 75
91941 HTD 91
95422 HTD 65
94536 OTH 74
90504 HTD 59
92653 OTH 45
95032 HTD 67
92227 HTD 29
92122 CAN 57
92404 CAN 109
92211 CAN 97
93720 STK 24
91910 STK 24
92056 HTD 116
92234 STK 25
93725 OTH 33
92701 HTD 34
92683 CLD 34
95632 OTH 58
92704 HTD 76
90222 HTD 57
95678 INJ 22
95240 STK 23
91506 OTH 23
93117 HTD 47
91784 HTD 52
90247 DIA 20
95453 OTH 27
95205 CAN 42
94541 OTH 106
92801 CAN 76
95926 PNF 22
94533 CLD 29
90024 CAN 57
90250 OTH 73
95833 CAN 43
93010 CAN 76
90038 CAN 20
94596 CAN 28
90069 HTD 59
92545 OTH 94
95363 HTD 23
95945 HTD 100
90044 HTD 149
90732 OTH 28
93003 OTH 105
94609 HTD 31
92833 CAN 65
94579 OTH 32
90805 OTH 96
95603 HTD 99
95132 CAN 41
93638 HTD 62
92021 CAN 113
95501 OTH 65
93561 HTD 58
92057 HTD 78
93063 OTH 64
92705 STK 34
90027 OTH 54
93906 HTD 72
92028 CLD 24
93455 OTH 69
94538 CAN 79
91344 OTH 50
91356 HTD 66
95357 HTD 25
94526 OTH 47
94619 STK 20
90650 INJ 23
91945 CAN 42
91773 CAN 67
91745 PNF 26
95207 INJ 26
93110 HTD 38
95815 CAN 35
95354 CAN 46
95650 CAN 27
92591 CAN 33
91108 HTD 23
92122 OTH 27
93463 OTH 23
90606 HTD 50
90031 HTD 74
90005 CAN 35
94577 CAN 69
94954 STK 29
93657 OTH 51
91790 CAN 87
95407 HTD 39
91602 HTD 32
91731 OTH 20
90032 CAN 51
95355 HTD 120
93906 HTD 74
92843 OTH 48
90723 HTD 91
91776 OTH 38
90241 OTH 42
92262 CAN 65
95125 CAN 110
92064 OTH 58
91331 HTD 121
91320 CAN 57
94591 HTD 81
92129 OTH 25
99999 PNF 71
90011 OTH 75
95503 HTD 49
95361 OTH 35
92407 STK 27
94040 HTD 45
92065 OTH 31
93710 HTD 69
95126 HTD 39
91007 STK 21
95363 OTH 35
96001 OTH 75
90745 OTH 52
90606 HTD 46
94565 OTH 128
94801 CAN 41
91754 OTH 29
92371 OTH 21
92411 OTH 35
92126 CAN 79
92201 OTH 68
95825 HTD 112
95610 STK 24
95678 CAN 51
90044 OTH 101
94595 OTH 115
92128 CAN 106
95476 HTD 89
95949 CAN 61
95407 HTD 47
90062 OTH 26
93105 STK 27
94605 OTH 67
91360 CLD 20
94015 PNF 22
91007 CAN 68
93638 HTD 82
90036 HTD 65
90046 CAN 121
95831 STK 26
95125 CLD 22
90024 OTH 26
95338 HTD 25
90680 CAN 38
92647 OTH 43
90745 CAN 91
92509 OTH 76
92376 STK 32
91024 CAN 27
95020 HTD 72
93446 CLD 22
94402 HTD 45
95819 STK 24
93711 OTH 60
95366 OTH 26
92037 HTD 105
90305 CAN 44
95838 CAN 51
94539 OTH 36
93110 OTH 36
92345 CLD 42
94112 HTD 179
95660 HTD 52
94123 OTH 32
92236 CAN 33
90044 CAN 109
92627 HTD 109
90650 PNF 24
92804 CLD 31
94565 CLD 26
92630 HTD 116
91505 HTD 89
95220 HTD 20
92354 OTH 35
94115 CAN 79
91766 HTD 70
93003 HTD 110
93534 CAN 62
91501 OTH 20
95204 HTD 89
93247 OTH 27
91710 OTH 66
95747 STK 32
93307 STK 21
94533 CAN 117
90292 HTD 38
92630 CAN 90
92345 OTH 121
92660 INJ 29
90723 CAN 48
91750 CAN 69
91741 CAN 33
92131 OTH 20
91607 CAN 45
90723 HTD 53
93307 HTD 100
94533 INJ 20
91766 OTH 47
91344 HTD 121
95677 HTD 40
94109 INJ 24
91605 HTD 94
91343 CAN 72
93630 OTH 22
95966 OTH 84
95380 OTH 51
93247 HTD 37
93033 OTH 66
92117 HTD 80
92324 OTH 61
92307 HTD 105
90731 OTH 53
94043 CAN 39
95315 HTD 21
95401 HTD 58
93221 CAN 25
92557 OTH 34
91352 HTD 64
91016 CAN 75
92040 ALZ 20
92057 STK 30
91911 HTD 169
91354 CAN 30
94610 HTD 40
91304 OTH 30
91324 CAN 50
92612 HTD 45
94510 CAN 41
91723 HTD 36
90250 STK 25
95358 OTH 37
93720 HTD 95
92335 OTH 89
91766 HTD 69
92647 CAN 70
93065 CAN 103
94954 HTD 67
92253 OTH 30
92117 ALZ 31
94513 OTH 70
95206 DIA 20
94116 CLD 22
92117 OTH 47
95973 PNF 20
95340 HTD 128
90035 CAN 48
92128 OTH 90
93311 CAN 28
93446 CAN 74
91360 HTD 99
94062 CAN 39
92544 CLD 56
94903 HTD 79
95350 PNF 21
92114 OTH 92
95841 CAN 38
93705 CAN 58
92557 CAN 50
95831 STK 34
94539 HTD 39
92346 HTD 81
95603 STK 40
91766 DIA 24
93401 OTH 49
90059 OTH 31
92106 CAN 51
92231 HTD 40
92040 CLD 25
94904 HTD 23
90501 HTD 54
90744 CAN 53
91020 HTD 23
92504 CAN 89
94606 OTH 56
95624 CAN 79
93257 STK 43
92630 CAN 73
90745 HTD 115
90266 OTH 26
91754 OTH 35
90242 HTD 68
96022 CAN 43
94118 OTH 48
93703 OTH 53
91362 CAN 40
92110 CAN 54
92807 HTD 58
93308 OTH 75
90222 HTD 54
94533 DIA 27
90280 HTD 74
90272 STK 20
90815 HTD 95
95401 CAN 68
91768 CAN 35
90815 OTH 58
92704 OTH 52
94587 OTH 67
91367 HTD 105
92083 CAN 85
90043 OTH 60
95678 CAN 49
92211 HTD 83
94080 INJ 20
95210 HTD 61
91913 CAN 30
92651 OTH 25
94533 STK 28
93010 HTD 89
92026 ALZ 46
92316 HTD 35
91763 OTH 33
90041 HTD 60
95356 CAN 49
95965 CAN 54
90403 CAN 46
94544 STK 28
90803 STK 22
92040 OTH 66
95954 CAN 36
91942 CLD 29
92078 OTH 59
93274 CLD 24
91335 OTH 69
96130 OTH 26
92037 HTD 66
90715 HTD 20
92201 CAN 89
92804 OTH 84
93103 CAN 26
95667 CAN 75
90305 OTH 28
93534 STK 24
92807 HTD 49
94591 HTD 65
93535 STK 24
95206 CAN 64
92252 OTH 23
91780 CAN 59
93063 HTD 85
92866 HTD 32
95670 STK 26
94707 CAN 21
93561 OTH 40
92708 HTD 115
92124 OTH 24
95207 STK 43
90044 STK 25
93212 HTD 23
92675 HTD 80
90019 CAN 105
90505 CAN 71
93309 HTD 154
95608 STK 52
94903 HTD 88
94102 OTH 75
95628 OTH 52
94920 HTD 30
90247 HTD 111
90405 CAN 41
92131 HTD 20
93304 HTD 83
91403 HTD 38
95841 OTH 42
93003 ALZ 25
94565 INJ 21
93241 OTH 22
95521 HTD 33
92708 STK 38
90504 CAN 57
91765 CAN 57
95062 HTD 68
91942 CLD 30
91105 OTH 22
91030 CAN 36
95963 CAN 26
99999 INJ 90
93728 OTH 22
93644 OTH 22
91301 HTD 33
95973 CAN 43
94043 CAN 32
94559 HTD 39
91207 CAN 23
95062 CLD 22
94513 CAN 72
95355 HTD 123
91911 CLD 27
92345 OTH 100
92410 OTH 72
90022 OTH 60
92591 OTH 30
95422 OTH 40
92320 OTH 22
91709 OTH 36
94134 STK 25
95051 OTH 48
92701 STK 21
94546 HTD 128
92324 CAN 55
92025 HTD 92
93035 OTH 29
95662 OTH 42
95616 OTH 59
90049 STK 36
91042 HTD 47
92024 CAN 81
93458 HTD 36
90004 OTH 47
94519 HTD 31
92057 STK 23
90501 CAN 67
91360 CLD 24
93309 OTH 67
94949 HTD 23
93277 CAN 84
92835 OTH 41
92543 OTH 100
92804 CAN 99
93313 OTH 26
92707 CAN 49
95425 HTD 24
91501 OTH 24
90003 HOM 26
91722 CAN 46
90807 HTD 105
95632 OTH 40
91340 CAN 35
91752 CAN 35
95945 OTH 71
93560 CAN 26
92404 CAN 78
94566 OTH 30
90802 CAN 41
93611 ALZ 20
92806 OTH 29
93305 HTD 68
90016 CAN 87
93657 OTH 43
92630 OTH 48
92805 OTH 57
90305 CAN 40
96021 HTD 31
91206 OTH 29
92028 HTD 97
94015 CAN 110
93247 OTH 26
93454 ALZ 20
92373 STK 31
92024 ALZ 25
91202 HTD 50
94589 HTD 59
94560 HTD 49
92027 OTH 72
91331 STK 33
94558 INJ 20
95667 OTH 84
95503 STK 23
95603 CAN 95
92503 ALZ 23
99999 INJ 102
94609 OTH 31
90404 HTD 52
91784 CAN 36
95688 CAN 53
92867 CAN 60
90712 OTH 31
94550 CAN 96
90042 HTD 87
95632 HTD 47
95610 CAN 80
92656 CAN 34
90006 HTD 74
93614 HTD 24
93534 OTH 59
91765 OTH 20
90036 OTH 54
90242 HTD 65
90066 STK 25
91405 CAN 49
94603 CAN 53
95608 CAN 137
94580 HTD 50
95354 HTD 70
90240 CAN 31
90720 HTD 57
92371 HTD 32
94134 OTH 50
91103 CAN 50
94544 CAN 123
90242 HTD 65
95678 HTD 51
92586 CAN 103
93534 HTD 134
92301 CAN 29
94546 OTH 110
92373 CLD 33
91010 HTD 106
95120 CAN 40
92173 HTD 35
95355 CLD 21
94602 OTH 51
92231 CAN 48
92506 OTH 49
92505 CLD 21
95476 CLD 35
94558 STK 65
90740 HTD 188
92029 OTH 21
93230 CAN 107
92083 HTD 49
90805 OTH 89
91335 OTH 79
92284 CAN 66
95687 CLD 29
94044 OTH 33
90043 HTD 130
92220 CAN 92
91763 HTD 58
94530 OTH 31
90245 CAN 28
92504 OTH 62
91911 HTD 136
90660 STK 26
95123 HTD 65
91762 CLD 27
90605 CAN 58
92078 STK 24
96003 OTH 114
92081 HTD 38
90731 HTD 121
94803 OTH 30
90804 CAN 45
90043 CLD 24
95136 OTH 24
95023 STK 22
91201 OTH 21
90043 STK 25
93314 HTD 21
95620 CAN 25
91340 CAN 34
