State Measure ID Score
IL HAI_5_CI_LOWER 0.750
IN HAI_5_CI_LOWER 0.801
KS HAI_5_CI_LOWER 0.733
KY HAI_5_CI_LOWER 1.196
LA HAI_5_CI_LOWER 1.178
MA HAI_5_CI_LOWER 0.638
MD HAI_5_CI_LOWER 1.137
ME HAI_5_CI_LOWER 0.263
MI HAI_5_CI_LOWER 0.981
MN HAI_5_CI_LOWER 0.364
MO HAI_5_CI_LOWER 0.769
MS HAI_5_CI_LOWER 0.922
MT HAI_5_CI_LOWER 0.315
NC HAI_5_CI_LOWER 0.905
ND HAI_5_CI_LOWER 0.341
NE HAI_5_CI_LOWER 0.701
NH HAI_5_CI_LOWER 0.527
NJ HAI_5_CI_LOWER 1.024
NM HAI_5_CI_LOWER 0.430
NV HAI_5_CI_LOWER 0.669
NY HAI_5_CI_LOWER 1.003
OH HAI_5_CI_LOWER 0.880
OK HAI_5_CI_LOWER 1.112
OR HAI_5_CI_LOWER 0.470
PA HAI_5_CI_LOWER 0.859
PR HAI_5_CI_LOWER 0.308
RI HAI_5_CI_LOWER 0.397
SC HAI_5_CI_LOWER 1.074
SD HAI_5_CI_LOWER 0.172
TN HAI_5_CI_LOWER 1.102
TX HAI_5_CI_LOWER 0.853
UT HAI_5_CI_LOWER 0.437
VA HAI_5_CI_LOWER 0.737
VI HAI_5_CI_LOWER 0.148
VT HAI_5_CI_LOWER 0.611
WA HAI_5_CI_LOWER 0.534
WI HAI_5_CI_LOWER 0.376
WV HAI_5_CI_LOWER 0.941
WY HAI_5_CI_LOWER 0.012
AK HAI_6_SIR 0.770
AL HAI_6_SIR 0.679
AR HAI_6_SIR 0.722
AZ HAI_6_SIR 0.966
CA HAI_6_SIR 1.162
CO HAI_6_SIR 1.116
CT HAI_6_SIR 1.187
DC HAI_6_SIR 1.062
DE HAI_6_SIR 1.121
FL HAI_6_SIR 0.944
GA HAI_6_SIR 0.975
HI HAI_6_SIR 0.755
IA HAI_6_SIR 0.857
ID HAI_6_SIR 0.863
IL HAI_6_SIR 1.018
IN HAI_6_SIR 0.998
KS HAI_6_SIR 0.884
KY HAI_6_SIR 1.055
LA HAI_6_SIR 0.894
MA HAI_6_SIR 1.051
MD HAI_6_SIR 1.133
ME HAI_6_SIR 0.702
MI HAI_6_SIR 0.910
MN HAI_6_SIR 0.909
MO HAI_6_SIR 0.975
MS HAI_6_SIR 0.708
MT HAI_6_SIR 0.942
NC HAI_6_SIR 0.913
ND HAI_6_SIR 1.092
NE HAI_6_SIR 0.866
NH HAI_6_SIR 1.041
NJ HAI_6_SIR 1.051
NM HAI_6_SIR 1.265
NV HAI_6_SIR 1.145
NY HAI_6_SIR 0.996
OH HAI_6_SIR 0.941
OK HAI_6_SIR 0.988
OR HAI_6_SIR 1.015
PA HAI_6_SIR 1.033
PR HAI_6_SIR 0.448
RI HAI_6_SIR 1.197
SC HAI_6_SIR 0.965
SD HAI_6_SIR 0.942
TN HAI_6_SIR 0.953
TX HAI_6_SIR 0.954
UT HAI_6_SIR 1.051
VA HAI_6_SIR 1.059
VI HAI_6_SIR 0.544
VT HAI_6_SIR 0.972
WA HAI_6_SIR 1.123
WI HAI_6_SIR 1.029
WV HAI_6_SIR 1.081
WY HAI_6_SIR 1.069
AK HAI_6_CI_UPPER 0.947
AL HAI_6_CI_UPPER 0.718
AR HAI_6_CI_UPPER 0.779
AZ HAI_6_CI_UPPER 1.008
CA HAI_6_CI_UPPER 1.185
CO HAI_6_CI_UPPER 1.178
CT HAI_6_CI_UPPER 1.253
DC HAI_6_CI_UPPER 1.168
DE HAI_6_CI_UPPER 1.241
FL HAI_6_CI_UPPER 0.966
GA HAI_6_CI_UPPER 1.012
HI HAI_6_CI_UPPER 0.856
IA HAI_6_CI_UPPER 0.917
ID HAI_6_CI_UPPER 0.977
IL HAI_6_CI_UPPER 1.049
IN HAI_6_CI_UPPER 1.041
KS HAI_6_CI_UPPER 0.949
KY HAI_6_CI_UPPER 1.105
LA HAI_6_CI_UPPER 0.946
MA HAI_6_CI_UPPER 1.093
MD HAI_6_CI_UPPER 1.181
ME HAI_6_CI_UPPER 0.798
MI HAI_6_CI_UPPER 0.942
MN HAI_6_CI_UPPER 0.961
MO HAI_6_CI_UPPER 1.017
MS HAI_6_CI_UPPER 0.761
MT HAI_6_CI_UPPER 1.081
NC HAI_6_CI_UPPER 0.946
ND HAI_6_CI_UPPER 1.232
NE HAI_6_CI_UPPER 0.959
NH HAI_6_CI_UPPER 1.162
NJ HAI_6_CI_UPPER 1.090
NM HAI_6_CI_UPPER 1.374
NV HAI_6_CI_UPPER 1.215
NY HAI_6_CI_UPPER 1.019
OH HAI_6_CI_UPPER 0.970
OK HAI_6_CI_UPPER 1.047
OR HAI_6_CI_UPPER 1.084
PA HAI_6_CI_UPPER 1.062
PR HAI_6_CI_UPPER 0.582
RI HAI_6_CI_UPPER 1.310
SC HAI_6_CI_UPPER 1.014
SD HAI_6_CI_UPPER 1.056
TN HAI_6_CI_UPPER 0.992
TX HAI_6_CI_UPPER 0.977
UT HAI_6_CI_UPPER 1.146
VA HAI_6_CI_UPPER 1.101
VI HAI_6_CI_UPPER 1.076
VT HAI_6_CI_UPPER 1.168
WA HAI_6_CI_UPPER 1.175
WI HAI_6_CI_UPPER 1.080
WV HAI_6_CI_UPPER 1.157
WY HAI_6_CI_UPPER 1.356
AK HAI_6_CI_LOWER 0.619
AL HAI_6_CI_LOWER 0.642
AR HAI_6_CI_LOWER 0.667
AZ HAI_6_CI_LOWER 0.925
CA HAI_6_CI_LOWER 1.140
CO HAI_6_CI_LOWER 1.057
CT HAI_6_CI_LOWER 1.124
DC HAI_6_CI_LOWER 0.963
DE HAI_6_CI_LOWER 1.010
FL HAI_6_CI_LOWER 0.923
GA HAI_6_CI_LOWER 0.939
HI HAI_6_CI_LOWER 0.664
IA HAI_6_CI_LOWER 0.799
ID HAI_6_CI_LOWER 0.759
IL HAI_6_CI_LOWER 0.987
IN HAI_6_CI_LOWER 0.957
KS HAI_6_CI_LOWER 0.822
KY HAI_6_CI_LOWER 1.007
LA HAI_6_CI_LOWER 0.844
MA HAI_6_CI_LOWER 1.010
MD HAI_6_CI_LOWER 1.087
ME HAI_6_CI_LOWER 0.615
MI HAI_6_CI_LOWER 0.879
MN HAI_6_CI_LOWER 0.859
MO HAI_6_CI_LOWER 0.934
MS HAI_6_CI_LOWER 0.658
MT HAI_6_CI_LOWER 0.818
NC HAI_6_CI_LOWER 0.881
ND HAI_6_CI_LOWER 0.964
NE HAI_6_CI_LOWER 0.780
NH HAI_6_CI_LOWER 0.930
NJ HAI_6_CI_LOWER 1.013
NM HAI_6_CI_LOWER 1.163
NV HAI_6_CI_LOWER 1.078
NY HAI_6_CI_LOWER 0.974
OH HAI_6_CI_LOWER 0.912
OK HAI_6_CI_LOWER 0.931
OR HAI_6_CI_LOWER 0.950
PA HAI_6_CI_LOWER 1.004
PR HAI_6_CI_LOWER 0.339
RI HAI_6_CI_LOWER 1.092
SC HAI_6_CI_LOWER 0.918
SD HAI_6_CI_LOWER 0.836
TN HAI_6_CI_LOWER 0.916
TX HAI_6_CI_LOWER 0.931
UT HAI_6_CI_LOWER 0.962
VA HAI_6_CI_LOWER 1.018
VI HAI_6_CI_LOWER 0.238
VT HAI_6_CI_LOWER 0.802
WA HAI_6_CI_LOWER 1.074
WI HAI_6_CI_LOWER 0.980
WV HAI_6_CI_LOWER 1.009
WY HAI_6_CI_LOWER 0.830
